Employee_ID,Name,Department,Gender,Age,Experience_Years,Salary,Performance_Score,Attendance_Percent,City
7246,Ali Khan,Marketing,Female,58.0,9,183817.0,4.7,72.0,Islamabad
7247,Hina Shah,Operations,Female,37.0,5,59940.0,4.1,91.0,Lahore
7248,Usman Ali,Operations,Male,31.0,23,47463.0,3.3,,Multan
7249,Nida Malik,Finance,Male,33.0,17,61188.0,4.3,99.0,Islamabad
7250,Hina Shah,Marketing,Male,37.0,9,96813.0,2.8,85.0,Peshawar
7251,Imran Raza,HR,Female,31.0,14,249227.0,1.4,95.0,Multan
7252,Sara Ahmed,HR,Male,59.0,33,59017.0,4.8,89.0,Multan
7253,Hina Shah,Finance,Female,46.0,7,139375.0,3.1,68.0,Karachi
7254,Ali Khan,Operations,Female,25.0,34,,3.8,83.0,Peshawar
7255,Bilal Khan,HR,Female,43.0,26,27697.0,2.6,97.0,Karachi
7256,Bilal Khan,Finance,Female,,24,170975.0,1.5,77.0,Lahore
7257,Nida Malik,HR,Male,35.0,2,135930.0,2.1,68.0,Quetta
7258,Bilal Khan,Sales,Male,31.0,20,79086.0,1.2,81.0,Islamabad
7259,Sana Iqbal,IT,Male,50.0,31,113385.0,1.4,97.0,Quetta
7260,Nasir Khan,Operations,Female,56.0,20,61652.0,1.8,80.0,Peshawar
7261,Nida Malik,Sales,Female,32.0,8,163326.0,3.2,66.0,Karachi
7262,Ali Khan,Finance,Male,27.0,0,225899.0,5.0,,Peshawar
7263,Ayesha Noor,Finance,Female,57.0,3,86631.0,4.4,95.0,Peshawar
7264,Bilal Khan,Sales,Female,22.0,3,105527.0,1.3,70.0,Lahore
7265,Nasir Khan,IT,Female,39.0,25,201649.0,4.4,62.0,Peshawar
7266,Faizan Ahmed,IT,Male,23.0,33,234648.0,3.1,86.0,Islamabad
7267,Usman Ali,Marketing,Male,21.0,26,129084.0,3.6,66.0,Lahore
7268,Sara Ahmed,HR,Male,55.0,14,144771.0,1.5,61.0,Quetta
7269,Bilal Khan,Marketing,Female,42.0,31,138645.0,,69.0,Peshawar
7270,Nida Malik,IT,Male,38.0,6,84019.0,4.5,62.0,Quetta
7271,Ali Khan,Sales,Male,59.0,13,229812.0,2.7,76.0,Islamabad
7272,Bilal Khan,HR,Male,27.0,22,176539.0,1.5,60.0,Islamabad
7273,Hina Shah,Sales,Female,35.0,0,145807.0,2.2,93.0,Islamabad
7274,Bilal Khan,Marketing,Female,37.0,31,,1.9,72.0,Quetta
7275,Nida Malik,Finance,Female,55.0,25,90233.0,3.7,73.0,Quetta
7276,Imran Raza,Sales,Female,43.0,8,25372.0,4.6,76.0,Karachi
7277,Imran Raza,Marketing,Female,,15,235809.0,3.9,93.0,Lahore
7278,Bilal Khan,Marketing,Male,20.0,30,227459.0,4.4,76.0,Multan
7279,Sara Ahmed,Marketing,Male,55.0,1,,4.2,84.0,Peshawar
7280,Ali Khan,Finance,Female,30.0,31,148297.0,1.1,89.0,Lahore
7281,Faizan Ahmed,,Female,37.0,9,153058.0,1.5,95.0,Islamabad
7282,Faizan Ahmed,Finance,Male,35.0,24,88615.0,2.7,70.0,Peshawar
7283,Bilal Khan,HR,Female,36.0,17,54445.0,1.4,80.0,Karachi
7284,Bilal Khan,Finance,Female,43.0,33,215219.0,3.9,79.0,Lahore
7285,Imran Raza,Finance,Female,53.0,28,110532.0,1.3,88.0,Islamabad
7286,Nida Malik,Finance,Female,23.0,23,249588.0,2.7,63.0,Peshawar
7287,Sara Ahmed,Sales,Female,54.0,2,134435.0,2.6,93.0,Peshawar
7288,Nasir Khan,Finance,Male,34.0,14,219841.0,3.2,76.0,Islamabad
7289,Bilal Khan,HR,Male,21.0,2,180203.0,3.5,71.0,Quetta
7290,Faizan Ahmed,,Female,50.0,30,178806.0,4.8,63.0,Lahore
7291,Ali Khan,Sales,Female,28.0,9,190172.0,2.1,73.0,Peshawar
7292,Ayesha Noor,IT,Male,29.0,21,170810.0,3.7,63.0,Quetta
7293,Hina Shah,Finance,Female,44.0,13,101974.0,1.1,93.0,Karachi
7294,Bilal Khan,Marketing,Male,24.0,8,146049.0,1.0,77.0,Peshawar
7295,Nida Malik,Marketing,Female,33.0,17,204871.0,1.1,72.0,Peshawar
7296,Bilal Khan,Sales,Male,57.0,7,203501.0,2.8,69.0,Karachi
7297,Nida Malik,,Male,59.0,14,156827.0,3.2,73.0,Karachi
7298,Sara Ahmed,Operations,Female,21.0,14,87716.0,1.0,68.0,Multan
7299,Ayesha Noor,HR,Female,37.0,5,94061.0,2.6,79.0,Multan
7300,Usman Ali,Operations,Male,48.0,11,54884.0,1.2,60.0,Peshawar
7301,Sana Iqbal,Marketing,Female,39.0,18,26796.0,3.6,88.0,Islamabad
7302,Ali Khan,Operations,Male,,4,169826.0,3.5,76.0,Karachi
7303,Ali Khan,Marketing,Female,56.0,26,168233.0,4.1,67.0,Quetta
7304,Nida Malik,Operations,Female,,9,142747.0,3.2,76.0,Karachi
7305,Imran Raza,Marketing,Female,56.0,13,92713.0,3.5,80.0,Peshawar
7306,Nida Malik,Marketing,Male,23.0,33,118668.0,2.1,84.0,Peshawar
7307,Imran Raza,Sales,Male,52.0,14,92586.0,1.3,79.0,Lahore
7308,Sana Iqbal,IT,Female,41.0,28,207213.0,3.9,84.0,Quetta
7309,Zainab Ali,Marketing,Male,25.0,25,147206.0,3.4,80.0,Lahore
7310,Faizan Ahmed,HR,Female,52.0,26,115666.0,4.8,72.0,Karachi
7311,Nasir Khan,HR,Male,47.0,2,138796.0,5.0,72.0,Lahore
7312,Sana Iqbal,Finance,Female,43.0,2,63577.0,4.4,89.0,Peshawar
7313,Ali Khan,Marketing,Male,23.0,34,79765.0,4.9,72.0,Islamabad
7314,Nasir Khan,Marketing,Male,21.0,34,49841.0,3.6,99.0,Karachi
7315,Sara Ahmed,Marketing,Male,32.0,5,50498.0,1.4,66.0,Peshawar
7316,Nida Malik,Operations,Male,30.0,13,133567.0,,71.0,Karachi
7317,Sara Ahmed,,Male,54.0,25,246717.0,4.2,61.0,Lahore
7318,Ayesha Noor,Marketing,Male,58.0,2,137642.0,1.9,73.0,Lahore
7319,Sara Ahmed,HR,Female,29.0,32,,1.2,76.0,Multan
7320,Bilal Khan,IT,Female,,12,92229.0,2.9,72.0,Karachi
7321,Faizan Ahmed,IT,Male,27.0,28,152855.0,2.3,60.0,Multan
7322,Bilal Khan,Finance,Female,24.0,8,88914.0,3.4,60.0,Karachi
7323,Sana Iqbal,HR,Male,,31,207275.0,3.4,85.0,Lahore
7324,Hina Shah,Marketing,Female,53.0,21,249874.0,3.7,72.0,Karachi
7325,Nida Malik,IT,Female,51.0,21,136399.0,3.3,93.0,Multan
7326,Ali Khan,Sales,Female,35.0,33,249015.0,,99.0,Lahore
7327,Nasir Khan,Sales,Female,,9,39838.0,1.1,68.0,Multan
7328,Nida Malik,,Male,47.0,24,217743.0,4.6,78.0,Karachi
7329,Faizan Ahmed,Marketing,Female,33.0,11,126224.0,2.3,,Islamabad
7330,Usman Ali,Marketing,Female,31.0,2,111765.0,3.0,87.0,Karachi
7331,Nasir Khan,Finance,Female,,18,94703.0,3.2,89.0,Karachi
7332,Usman Ali,,Male,35.0,32,178687.0,2.3,66.0,Peshawar
7333,Hina Shah,Finance,Female,21.0,25,209847.0,2.2,73.0,Islamabad
7334,Faizan Ahmed,Operations,Male,42.0,12,66845.0,2.0,61.0,Lahore
7335,Zainab Ali,Sales,Male,48.0,6,63907.0,2.0,71.0,Lahore
7336,Zainab Ali,Marketing,Female,28.0,33,187230.0,1.1,61.0,Quetta
7337,Zainab Ali,Sales,Male,26.0,21,221115.0,4.8,87.0,Islamabad
7338,Ali Khan,,Female,48.0,19,241787.0,3.4,87.0,Islamabad
7339,Ali Khan,Marketing,Female,36.0,22,232955.0,1.4,71.0,Karachi
7340,Zainab Ali,HR,Female,28.0,13,209248.0,3.4,89.0,Peshawar
7341,Usman Ali,IT,Female,25.0,29,,1.9,99.0,Lahore
7342,Faizan Ahmed,IT,Female,39.0,22,58330.0,2.2,99.0,Lahore
7343,Sara Ahmed,Finance,Female,29.0,18,204217.0,4.2,81.0,Peshawar
7344,Faizan Ahmed,Sales,Female,28.0,5,80244.0,4.5,77.0,Multan
7345,Sana Iqbal,HR,Male,31.0,22,228600.0,3.8,73.0,Peshawar
7346,Zainab Ali,Marketing,Male,52.0,9,233826.0,4.7,84.0,Multan
7347,Faizan Ahmed,Sales,Female,51.0,34,146696.0,4.6,69.0,Multan
7348,Ayesha Noor,Finance,Female,53.0,20,65564.0,3.2,95.0,Islamabad
7349,Ali Khan,Sales,Male,38.0,31,128963.0,4.6,68.0,Multan
7350,Ali Khan,Finance,Female,52.0,29,244076.0,3.2,70.0,Peshawar
7351,Usman Ali,Operations,Male,,32,240963.0,1.4,86.0,Peshawar
7352,Sara Ahmed,IT,Male,42.0,5,205568.0,4.3,72.0,Karachi
7353,Zainab Ali,IT,Female,45.0,4,146299.0,1.5,60.0,Islamabad
7354,Nida Malik,Sales,Female,56.0,14,145972.0,2.3,98.0,Multan
7355,Nasir Khan,HR,Male,28.0,24,87469.0,2.5,70.0,Quetta
7356,Usman Ali,Marketing,Male,49.0,12,27716.0,4.2,62.0,Quetta
7357,Usman Ali,,Female,32.0,5,188433.0,1.3,61.0,Lahore
7358,Sara Ahmed,Marketing,Female,35.0,1,52254.0,,83.0,Peshawar
7359,Bilal Khan,IT,Male,21.0,16,67632.0,2.7,79.0,Karachi
7360,Zainab Ali,HR,Male,50.0,23,128964.0,3.3,99.0,Peshawar
7361,Nida Malik,HR,Male,,11,219213.0,2.4,74.0,Lahore
7362,Ali Khan,Marketing,Female,,13,134623.0,3.3,65.0,Peshawar
7363,Sara Ahmed,IT,Female,33.0,6,46277.0,4.9,,Quetta
7364,Nida Malik,Marketing,Female,44.0,25,151833.0,1.3,81.0,Islamabad
7365,Ayesha Noor,Sales,Male,26.0,31,42503.0,4.5,61.0,Peshawar
7366,Usman Ali,HR,Male,34.0,28,231712.0,2.2,74.0,Multan
7367,Sara Ahmed,HR,Female,49.0,8,,2.9,93.0,Quetta
7368,Ali Khan,Sales,Male,50.0,13,,4.0,90.0,Quetta
7369,Faizan Ahmed,IT,Male,43.0,16,188307.0,4.6,89.0,Lahore
7370,Ali Khan,HR,Male,44.0,24,101180.0,1.0,87.0,Islamabad
7371,Ayesha Noor,Operations,Male,27.0,29,177759.0,3.6,92.0,Lahore
7372,Sara Ahmed,Operations,Male,,28,204481.0,1.3,80.0,Karachi
7373,Nasir Khan,Operations,Female,55.0,28,134264.0,3.1,82.0,Multan
7374,Ayesha Noor,Finance,Female,33.0,17,196170.0,4.0,72.0,Islamabad
7375,Zainab Ali,Finance,Female,48.0,30,189622.0,1.7,85.0,Karachi
7376,Zainab Ali,IT,Female,46.0,18,57864.0,4.1,78.0,Islamabad
7377,Nasir Khan,Sales,Female,55.0,16,164850.0,2.2,86.0,Quetta
7378,Sana Iqbal,Marketing,Male,53.0,5,185855.0,3.4,99.0,Karachi
7379,Faizan Ahmed,IT,Male,40.0,11,211885.0,3.6,66.0,Islamabad
7380,Nasir Khan,Marketing,Male,57.0,2,121923.0,3.6,84.0,Islamabad
7381,Sana Iqbal,IT,Female,30.0,34,234982.0,1.1,99.0,Karachi
7382,Usman Ali,Finance,Male,52.0,32,70596.0,1.6,95.0,Islamabad
7383,Bilal Khan,Operations,Male,34.0,28,177367.0,4.4,,Lahore
7384,Imran Raza,Sales,Male,,2,174694.0,4.8,79.0,Lahore
7385,Nida Malik,Finance,Female,43.0,4,205153.0,3.3,83.0,Karachi
7386,Ayesha Noor,Sales,Male,56.0,13,181564.0,3.4,87.0,Quetta
7387,Nida Malik,Marketing,Male,30.0,27,154739.0,4.0,64.0,Peshawar
7388,Faizan Ahmed,IT,Female,38.0,31,44733.0,2.6,95.0,Karachi
7389,Nida Malik,HR,Female,20.0,17,,2.3,90.0,Multan
7390,Nida Malik,HR,Male,36.0,12,37372.0,4.1,92.0,Karachi
7391,Sana Iqbal,Sales,Female,59.0,1,136950.0,1.1,83.0,Karachi
7392,Ali Khan,Operations,Male,35.0,24,60256.0,4.5,69.0,Multan
7393,Sara Ahmed,Operations,Female,45.0,19,209017.0,2.8,97.0,Multan
7394,Usman Ali,Sales,Male,34.0,6,98353.0,3.0,64.0,Multan
7395,Imran Raza,Finance,Male,27.0,10,109757.0,3.5,90.0,Karachi
7396,Sara Ahmed,HR,Female,49.0,4,220755.0,2.1,68.0,Lahore
7397,Ali Khan,Finance,Female,33.0,28,139687.0,3.4,91.0,Karachi
7398,Nida Malik,Marketing,Female,52.0,17,130700.0,3.8,64.0,Quetta
7399,Imran Raza,HR,Female,,7,174297.0,1.5,86.0,Peshawar
7400,Ali Khan,Marketing,Male,37.0,26,83546.0,3.1,87.0,Peshawar
7401,Sana Iqbal,IT,Female,31.0,1,33064.0,2.3,71.0,Quetta
7402,Ali Khan,Finance,Male,21.0,34,128073.0,3.2,64.0,Karachi
7403,Sana Iqbal,,Male,48.0,25,170058.0,1.1,67.0,Peshawar
7404,Ali Khan,HR,Male,40.0,22,66689.0,4.0,76.0,Lahore
7405,Zainab Ali,Finance,Female,26.0,4,221924.0,1.7,67.0,Peshawar
7406,Imran Raza,Sales,Male,46.0,15,212677.0,3.8,93.0,Multan
7407,Nasir Khan,IT,Male,31.0,10,188915.0,4.1,82.0,Quetta
7408,Ali Khan,HR,Female,39.0,18,243061.0,4.0,77.0,Peshawar
7409,Bilal Khan,Marketing,Male,33.0,15,69006.0,4.3,69.0,Quetta
7410,Nida Malik,IT,Male,29.0,31,57195.0,2.2,98.0,Karachi
7411,Imran Raza,Operations,Male,42.0,11,25203.0,4.9,64.0,Peshawar
7412,Zainab Ali,Sales,Female,49.0,1,196735.0,,76.0,Quetta
7413,Ayesha Noor,HR,Male,50.0,21,228175.0,,70.0,Lahore
7414,Ayesha Noor,HR,Male,29.0,25,202886.0,2.1,78.0,Lahore
7415,Usman Ali,IT,Male,38.0,32,70248.0,4.0,80.0,Islamabad
7416,Hina Shah,HR,Female,38.0,23,32460.0,4.2,62.0,Peshawar
7417,Bilal Khan,Sales,Female,42.0,4,143463.0,4.3,99.0,Karachi
7418,Ayesha Noor,IT,Female,51.0,20,249128.0,2.2,60.0,Multan
7419,Zainab Ali,Marketing,Male,39.0,17,82230.0,2.1,83.0,Islamabad
7420,Hina Shah,IT,Male,23.0,4,212148.0,3.7,95.0,Peshawar
7421,Ali Khan,IT,Male,52.0,7,147268.0,4.7,65.0,Lahore
7422,Ali Khan,,Male,20.0,20,210782.0,2.0,69.0,Karachi
7423,Faizan Ahmed,Operations,Male,32.0,4,219860.0,4.6,99.0,Lahore
7424,Nida Malik,Sales,Female,22.0,12,160427.0,3.4,93.0,Peshawar
7425,Hina Shah,Operations,Male,31.0,18,56935.0,4.0,83.0,Multan
7426,Nida Malik,Operations,Male,48.0,28,142739.0,2.8,82.0,Karachi
7427,Zainab Ali,Operations,Female,50.0,1,27663.0,4.2,79.0,Karachi
7428,Bilal Khan,Finance,Female,55.0,25,197463.0,4.9,97.0,Islamabad
7429,Sana Iqbal,Operations,Male,21.0,28,248947.0,1.7,94.0,Karachi
7430,Hina Shah,Finance,Female,41.0,4,119903.0,2.5,93.0,Peshawar
7431,Ayesha Noor,Marketing,Female,,31,175618.0,4.4,95.0,Multan
7432,Bilal Khan,Sales,Female,50.0,1,229997.0,1.7,75.0,Multan
7433,Faizan Ahmed,Operations,Male,33.0,4,243070.0,2.7,82.0,Quetta
7434,Nasir Khan,HR,Female,48.0,32,156110.0,1.7,60.0,Quetta
7435,Nida Malik,Marketing,Male,54.0,34,203884.0,3.6,68.0,Karachi
7436,Nida Malik,Finance,Female,28.0,18,215934.0,2.0,71.0,Quetta
7437,Bilal Khan,Sales,Male,51.0,14,35318.0,2.5,96.0,Multan
7438,Ali Khan,IT,Male,46.0,34,,3.0,76.0,Peshawar
7439,Nida Malik,Sales,Male,29.0,7,86243.0,,62.0,Islamabad
7440,Faizan Ahmed,Sales,Female,44.0,0,210003.0,3.7,97.0,Lahore
7441,Ayesha Noor,Operations,Female,52.0,21,135723.0,1.4,88.0,Lahore
7442,Imran Raza,Operations,Female,30.0,16,109044.0,4.5,90.0,Peshawar
7443,Ayesha Noor,Finance,Male,56.0,15,235865.0,2.9,94.0,Islamabad
7444,Ayesha Noor,Finance,Female,28.0,0,179855.0,3.3,97.0,Peshawar
7445,Nida Malik,,Female,26.0,2,61902.0,3.5,85.0,Karachi
7446,Nasir Khan,Operations,Male,26.0,5,122845.0,1.2,72.0,Islamabad
7447,Sara Ahmed,HR,Female,53.0,2,244286.0,4.0,78.0,Multan
7448,Sana Iqbal,HR,Male,38.0,29,192611.0,4.8,91.0,Quetta
7449,Ali Khan,Marketing,Female,39.0,10,236919.0,3.1,86.0,Karachi
7450,Sana Iqbal,Operations,Male,44.0,26,96074.0,2.6,,Quetta
7451,Nida Malik,IT,Male,24.0,21,73949.0,4.1,72.0,Karachi
7452,Sana Iqbal,HR,Female,48.0,5,224865.0,3.9,93.0,Karachi
7453,Ali Khan,Finance,Male,46.0,30,129765.0,3.6,78.0,Karachi
7454,Zainab Ali,Sales,Female,44.0,5,,4.9,78.0,Karachi
7455,Sara Ahmed,Marketing,Female,56.0,19,36398.0,3.3,62.0,Islamabad
7456,Sana Iqbal,,Female,34.0,10,237652.0,2.0,62.0,Islamabad
7457,Nida Malik,Sales,Female,23.0,1,243380.0,1.1,85.0,Karachi
7458,Usman Ali,Sales,Male,33.0,30,170844.0,2.8,65.0,Peshawar
7459,Sana Iqbal,HR,Male,36.0,25,220186.0,3.6,72.0,Karachi
7460,Ayesha Noor,IT,Male,40.0,26,98436.0,1.7,97.0,Karachi
7461,Zainab Ali,IT,Female,35.0,30,232398.0,1.1,86.0,Peshawar
7462,Sara Ahmed,Marketing,Female,45.0,23,185083.0,4.6,83.0,Peshawar
7463,Nida Malik,IT,Male,28.0,12,134809.0,2.2,69.0,Karachi
7464,Faizan Ahmed,Marketing,Male,21.0,24,75396.0,2.9,75.0,Lahore
7465,Bilal Khan,Finance,Female,34.0,24,135583.0,1.4,82.0,Lahore
7466,Bilal Khan,HR,Female,54.0,28,91193.0,2.5,71.0,Peshawar
7467,Ali Khan,Sales,Female,43.0,30,134461.0,2.7,87.0,Karachi
7468,Sana Iqbal,Marketing,Male,57.0,1,,4.6,72.0,Multan
7469,Sara Ahmed,IT,Female,,11,45840.0,4.5,77.0,Quetta
7470,Ayesha Noor,Marketing,Male,56.0,4,,1.8,61.0,Quetta
7471,Ayesha Noor,Operations,Female,56.0,26,246039.0,3.2,76.0,Karachi
7472,Nasir Khan,Marketing,Male,25.0,33,183691.0,3.9,82.0,Karachi
7473,Imran Raza,IT,Female,37.0,13,123119.0,2.2,82.0,Karachi
7474,Bilal Khan,Operations,Male,41.0,6,220330.0,2.6,60.0,Quetta
7475,Sana Iqbal,Operations,Male,37.0,9,105061.0,4.9,,Quetta
7476,Zainab Ali,IT,Male,21.0,28,88900.0,,71.0,Peshawar
7477,Sara Ahmed,Operations,Female,51.0,15,70384.0,,73.0,Islamabad
7478,Ayesha Noor,HR,Male,36.0,20,149679.0,3.1,97.0,Peshawar
7479,Imran Raza,Sales,Male,20.0,32,54917.0,3.5,75.0,Peshawar
7480,Sara Ahmed,HR,Female,28.0,28,227571.0,3.0,93.0,Lahore
7481,Sana Iqbal,,Male,32.0,16,137301.0,2.6,77.0,Multan
7482,Hina Shah,IT,Male,55.0,12,113155.0,2.4,69.0,Peshawar
7483,Ayesha Noor,IT,Female,56.0,5,95071.0,1.7,,Peshawar
7484,Hina Shah,Sales,Male,49.0,1,81425.0,4.9,89.0,Peshawar
7485,Sara Ahmed,Marketing,Female,50.0,7,105116.0,1.4,,Peshawar
7486,Sana Iqbal,HR,Male,42.0,31,200658.0,3.4,66.0,Islamabad
7487,Ayesha Noor,Operations,Female,47.0,8,86321.0,4.8,75.0,Lahore
7488,Nasir Khan,Sales,Male,29.0,22,220468.0,2.5,96.0,Quetta
7489,Hina Shah,HR,Male,44.0,6,92512.0,2.0,64.0,Multan
7490,Usman Ali,Marketing,Male,55.0,30,213161.0,4.8,98.0,Karachi
7491,Imran Raza,Operations,Female,45.0,20,218344.0,4.2,92.0,Quetta
7492,Zainab Ali,HR,Male,45.0,0,,3.6,94.0,Lahore
7493,Bilal Khan,Finance,Male,32.0,1,143880.0,3.4,93.0,Peshawar
7494,Imran Raza,Sales,Female,36.0,10,72055.0,2.4,92.0,Quetta
7495,Hina Shah,IT,Female,59.0,17,25937.0,3.6,98.0,Peshawar
7496,Ayesha Noor,HR,Female,23.0,23,243588.0,3.9,69.0,Multan
7497,Nasir Khan,Operations,Male,42.0,18,42673.0,1.1,62.0,Islamabad
7498,Usman Ali,Operations,Male,54.0,4,127974.0,1.5,88.0,Islamabad
7499,Nasir Khan,Sales,Male,30.0,28,,2.3,94.0,Multan
7500,Usman Ali,Sales,Female,31.0,1,204654.0,2.3,90.0,Multan
7501,Bilal Khan,Operations,Female,28.0,16,185572.0,4.6,98.0,Lahore
7502,Nasir Khan,Operations,Male,34.0,10,213928.0,3.7,74.0,Multan
7503,Usman Ali,Operations,Male,56.0,12,37953.0,2.5,60.0,Quetta
7504,Nasir Khan,,Female,24.0,28,92052.0,4.2,78.0,Islamabad
7505,Imran Raza,Operations,Female,38.0,31,202412.0,2.3,96.0,Multan
7506,Nida Malik,IT,Female,30.0,7,68042.0,,86.0,Lahore
7507,Usman Ali,Operations,Male,28.0,9,144180.0,,80.0,Lahore
7508,Bilal Khan,IT,Female,54.0,24,96706.0,4.2,66.0,Lahore
7509,Usman Ali,HR,Female,46.0,10,182579.0,2.0,92.0,Quetta
7510,Usman Ali,Sales,Female,32.0,27,149765.0,1.6,61.0,Multan
7511,Faizan Ahmed,IT,Female,31.0,32,158425.0,2.6,73.0,Quetta
7512,Imran Raza,HR,Male,28.0,25,36999.0,2.3,62.0,Lahore
7513,Hina Shah,Operations,Female,47.0,7,101474.0,4.1,73.0,Karachi
7514,Ali Khan,HR,Male,32.0,25,88134.0,1.7,64.0,Multan
7515,Nida Malik,,Male,39.0,31,156652.0,3.1,76.0,Multan
7516,Usman Ali,HR,Female,32.0,27,241321.0,3.5,98.0,Quetta
7517,Zainab Ali,Sales,Female,46.0,6,229901.0,,60.0,Quetta
7518,Usman Ali,IT,Male,45.0,34,95086.0,1.8,87.0,Karachi
7519,Faizan Ahmed,Sales,Female,48.0,1,70248.0,4.6,97.0,Quetta
7520,Nasir Khan,Finance,Male,48.0,21,142651.0,1.6,73.0,Quetta
7521,Hina Shah,Operations,Female,41.0,21,87249.0,2.2,76.0,Multan
7522,Zainab Ali,IT,Male,28.0,2,221906.0,4.0,74.0,Islamabad
7523,Nida Malik,Sales,Male,43.0,7,192956.0,3.4,66.0,Karachi
7524,Zainab Ali,IT,Male,38.0,3,172500.0,3.9,66.0,Islamabad
7525,Imran Raza,Finance,Female,57.0,14,32647.0,4.2,83.0,Multan
7526,Bilal Khan,Marketing,Male,50.0,11,93079.0,4.6,85.0,Karachi
7527,Bilal Khan,Operations,Male,58.0,28,241851.0,2.2,73.0,Karachi
7528,Nida Malik,Operations,Female,34.0,8,226386.0,2.9,78.0,Karachi
7529,Sana Iqbal,HR,Female,51.0,19,219225.0,3.8,85.0,Quetta
7530,Hina Shah,Operations,Male,48.0,33,105094.0,4.2,75.0,Lahore
7531,Sana Iqbal,Operations,Male,53.0,25,78546.0,3.3,93.0,Peshawar
7532,Bilal Khan,Sales,Female,28.0,20,208776.0,3.1,61.0,Lahore
7533,Sara Ahmed,Operations,Male,54.0,22,105919.0,3.8,60.0,Quetta
7534,Faizan Ahmed,Operations,Female,25.0,17,55033.0,2.5,95.0,Quetta
7535,Nida Malik,Finance,Female,56.0,23,,4.6,94.0,Peshawar
7536,Nida Malik,Finance,Female,33.0,28,110625.0,1.8,83.0,Quetta
7537,Ali Khan,IT,Male,28.0,12,123820.0,4.5,64.0,Karachi
7538,Ali Khan,IT,Female,38.0,31,223809.0,3.6,88.0,Islamabad
7539,Imran Raza,Operations,Male,42.0,18,,3.4,60.0,Islamabad
7540,Imran Raza,Operations,Male,47.0,16,97113.0,2.9,68.0,Karachi
7541,Ali Khan,HR,Female,35.0,1,168701.0,1.6,95.0,Lahore
7542,Sana Iqbal,IT,Female,45.0,17,217597.0,4.5,75.0,Islamabad
7543,Bilal Khan,Sales,Female,57.0,26,192498.0,1.2,74.0,Karachi
7544,Ayesha Noor,Operations,Female,59.0,13,162994.0,2.1,69.0,Lahore
7545,Nida Malik,Sales,Male,,14,225894.0,1.4,96.0,Multan
7546,Sara Ahmed,Operations,Male,54.0,7,,1.4,75.0,Islamabad
7547,Nida Malik,Sales,Female,24.0,8,151956.0,2.6,97.0,Karachi
7548,Usman Ali,Marketing,Male,26.0,20,225544.0,1.6,95.0,Islamabad
7549,Hina Shah,Sales,Female,42.0,34,247353.0,3.3,74.0,Islamabad
7550,Faizan Ahmed,IT,Male,44.0,13,124294.0,3.5,62.0,Islamabad
7551,Ayesha Noor,Operations,Male,20.0,26,242963.0,4.5,78.0,Peshawar
7552,Sara Ahmed,IT,Male,41.0,7,86049.0,2.2,96.0,Lahore
7553,Usman Ali,,Female,23.0,34,121155.0,2.2,62.0,Islamabad
7554,Imran Raza,Finance,Male,47.0,17,32721.0,2.0,67.0,Karachi
7555,Sara Ahmed,Finance,Male,33.0,13,,4.1,83.0,Peshawar
7556,Sana Iqbal,Finance,Male,52.0,7,197029.0,2.7,73.0,Quetta
7557,Ali Khan,Operations,Male,,7,126013.0,,94.0,Quetta
7558,Nida Malik,HR,Female,30.0,1,209231.0,2.5,75.0,Lahore
7559,Sara Ahmed,Marketing,Male,,16,136870.0,1.6,66.0,Karachi
7560,Hina Shah,Sales,Female,51.0,12,92714.0,1.4,94.0,Peshawar
7561,Zainab Ali,HR,Female,23.0,13,120166.0,4.5,67.0,Karachi
7562,Imran Raza,Finance,Male,20.0,8,136992.0,2.1,71.0,Peshawar
7563,Nasir Khan,Sales,Male,45.0,26,34747.0,4.8,75.0,Multan
7564,Faizan Ahmed,HR,Female,52.0,19,156050.0,4.8,63.0,Multan
7565,Sana Iqbal,IT,Female,,11,149102.0,2.9,,Multan
7566,Faizan Ahmed,Finance,Female,46.0,21,177390.0,4.8,91.0,Peshawar
7567,Sara Ahmed,HR,Male,24.0,30,154244.0,1.1,71.0,Quetta
7568,Zainab Ali,Operations,Male,26.0,12,182691.0,1.4,80.0,Multan
7569,Nida Malik,IT,Female,44.0,0,98640.0,2.0,74.0,Lahore
7570,Nasir Khan,Finance,Female,27.0,8,72746.0,1.8,94.0,Lahore
7571,Sana Iqbal,Marketing,Female,53.0,9,163410.0,2.0,62.0,Karachi
7572,Usman Ali,Finance,Male,23.0,28,91704.0,2.8,61.0,Peshawar
7573,Ayesha Noor,Operations,Male,31.0,29,,1.3,65.0,Multan
7574,Nida Malik,Marketing,Female,50.0,1,236795.0,3.2,75.0,Peshawar
7575,Usman Ali,Marketing,Male,30.0,17,81500.0,2.2,82.0,Islamabad
7576,Ayesha Noor,Marketing,Female,56.0,27,222555.0,1.3,90.0,Lahore
7577,Zainab Ali,Sales,Male,55.0,31,,4.0,89.0,Peshawar
7578,Ayesha Noor,Sales,Female,41.0,23,236158.0,3.6,62.0,Karachi
7579,Nida Malik,Marketing,Male,20.0,13,93163.0,4.2,75.0,Multan
7580,Sana Iqbal,IT,Male,23.0,24,,4.8,63.0,Quetta
7581,Hina Shah,Marketing,Male,,24,153191.0,3.3,95.0,Multan
7582,Sara Ahmed,HR,Male,27.0,31,43919.0,4.1,87.0,Quetta
7583,Usman Ali,Marketing,Male,44.0,26,174728.0,1.8,87.0,Lahore
