Employee_ID,Name,Gender,Age,Marital_Status,Education,Department,Job_Role,Experience_Years,Joining_Year,Promotion_Count,Salary,Bonus,Allowance,Tax,Net_Salary,Attendance_Percent,Absents,Late_Days,Performance_Score,Overtime_Hours,Skill_Level,Training_Hours,Manager_Rating,City,Country,Work_Mode,Project_Count,Satisfaction_Score,Attrition
8570.0,Bilal Khan,Female,,Married,Master,Operations,Manager,33.0,2002.0,3.0,105748.0,41081.0,29196.0,19246.0,,78.0,9.0,,2.8,36.0,Intermediate,144.0,4.9,Multan,,Onsite,13.0,,Yes
,Nasir Khan,Female,18.0,Married,Matric,Finance,Assistant,37.0,,5.0,60756.0,19188.0,8680.0,22525.0,66099.0,89.0,,,2.2,69.0,Intermediate,1.0,2.2,,Pakistan,Hybrid,2.0,8.5,No
8572.0,Bilal Khan,Female,25.0,Single,Master,,Manager,10.0,2019.0,1.0,158150.0,,22490.0,26832.0,200127.0,83.0,28.0,9.0,2.8,69.0,Beginner,34.0,1.1,Quetta,Pakistan,Onsite,0.0,9.5,No
,Imran Raza,Male,45.0,Single,Intermediate,Marketing,Executive,13.0,,4.0,284612.0,47210.0,4079.0,,297215.0,54.0,27.0,18.0,4.7,32.0,Intermediate,3.0,5.0,,Pakistan,Onsite,8.0,6.8,No
,Sana Iqbal,Female,42.0,Married,Matric,Support,Engineer,37.0,2010.0,1.0,92657.0,45636.0,7486.0,5610.0,140169.0,,7.0,2.0,3.4,1.0,Intermediate,194.0,4.5,Multan,Pakistan,Onsite,14.0,9.8,Yes
8575.0,Bilal Khan,Female,50.0,Single,Matric,Finance,Engineer,0.0,,1.0,266812.0,49455.0,24454.0,35330.0,305391.0,80.0,19.0,19.0,3.1,73.0,Intermediate,71.0,1.7,Islamabad,Pakistan,Remote,2.0,8.2,No
8576.0,,Female,55.0,Single,,Support,,16.0,2012.0,,163727.0,12525.0,2373.0,21934.0,156691.0,56.0,17.0,11.0,3.2,14.0,Advanced,195.0,2.0,Quetta,Pakistan,,0.0,1.6,Yes
8577.0,Nida Malik,Male,31.0,Married,Bachelor,Sales,Assistant,16.0,2023.0,3.0,158832.0,42755.0,29391.0,6076.0,224902.0,,5.0,8.0,4.1,67.0,Beginner,49.0,3.9,Peshawar,Pakistan,Hybrid,9.0,5.6,Yes
8578.0,,,28.0,Married,Bachelor,IT,Officer,9.0,2021.0,5.0,228615.0,18186.0,24772.0,,242253.0,42.0,20.0,10.0,4.9,68.0,Advanced,107.0,4.8,Karachi,,,0.0,4.3,No
8579.0,Usman Ali,Male,19.0,Married,Matric,Support,Assistant,29.0,2012.0,0.0,28312.0,11178.0,6564.0,,33471.0,91.0,3.0,18.0,4.9,47.0,Beginner,74.0,3.8,Lahore,Pakistan,Remote,8.0,9.1,No
8580.0,Sara Ahmed,,47.0,,Master,Marketing,Assistant,32.0,2013.0,4.0,263411.0,269.0,,18534.0,247142.0,53.0,10.0,4.0,3.6,78.0,Advanced,198.0,2.2,Islamabad,Pakistan,Hybrid,8.0,6.9,No
8581.0,,Female,47.0,Single,Intermediate,Support,,,2021.0,5.0,,30239.0,8985.0,39267.0,,50.0,27.0,,2.5,79.0,Intermediate,173.0,3.4,Karachi,Pakistan,Onsite,5.0,2.5,Yes
8582.0,Bilal Khan,Male,21.0,Single,Intermediate,HR,Analyst,19.0,2008.0,1.0,280835.0,33891.0,12846.0,18164.0,309408.0,87.0,3.0,19.0,,29.0,Beginner,90.0,1.2,Multan,Pakistan,Onsite,5.0,3.9,Yes
8583.0,Ayesha Noor,Male,30.0,Married,Bachelor,Support,Officer,31.0,2023.0,0.0,225572.0,39095.0,17040.0,28245.0,253462.0,,27.0,6.0,1.3,35.0,Intermediate,58.0,2.0,Islamabad,Pakistan,Hybrid,0.0,2.7,No
8584.0,Ayesha Noor,,24.0,Single,PhD,Support,Engineer,2.0,2002.0,4.0,277818.0,6220.0,10058.0,26629.0,267467.0,92.0,8.0,0.0,1.6,34.0,Advanced,124.0,4.8,Lahore,Pakistan,Remote,10.0,1.9,
8585.0,Sara Ahmed,Female,55.0,Married,Matric,,Manager,35.0,2022.0,4.0,36650.0,6879.0,10957.0,28942.0,25544.0,90.0,28.0,15.0,4.6,,Advanced,177.0,2.1,Islamabad,Pakistan,Remote,14.0,5.3,Yes
8586.0,Usman Ali,Female,20.0,Single,PhD,Finance,Executive,4.0,2011.0,5.0,135710.0,4273.0,12214.0,31153.0,121044.0,43.0,4.0,9.0,4.0,16.0,Advanced,,2.4,,Pakistan,,8.0,1.0,No
8587.0,Ayesha Noor,Male,26.0,,Intermediate,HR,Assistant,19.0,,1.0,29524.0,,3349.0,7462.0,66560.0,89.0,10.0,18.0,2.0,,Beginner,79.0,3.1,Karachi,Pakistan,Remote,3.0,7.2,No
8588.0,Sana Iqbal,Female,31.0,Single,Bachelor,Support,Officer,2.0,2011.0,5.0,,34056.0,4646.0,14099.0,150580.0,56.0,23.0,15.0,2.6,3.0,Beginner,98.0,2.2,Peshawar,Pakistan,Hybrid,0.0,3.2,No
8589.0,Ali Khan,Female,28.0,Single,Bachelor,HR,Analyst,2.0,2010.0,,33162.0,42910.0,17246.0,18044.0,,90.0,29.0,,1.2,14.0,Advanced,135.0,1.5,Islamabad,Pakistan,Remote,0.0,7.5,No
,Sana Iqbal,,54.0,Married,Bachelor,HR,Officer,,2018.0,5.0,268034.0,2994.0,15736.0,14595.0,272169.0,68.0,2.0,15.0,4.5,29.0,Beginner,52.0,2.8,Lahore,Pakistan,Hybrid,12.0,6.2,Yes
8591.0,Zainab Ali,Male,31.0,Married,Bachelor,HR,Executive,,2008.0,0.0,122118.0,35701.0,16488.0,34989.0,139318.0,85.0,10.0,,2.2,77.0,Advanced,,1.1,Karachi,Pakistan,Onsite,14.0,4.7,No
8592.0,Imran Raza,Male,36.0,Single,Bachelor,Marketing,Analyst,38.0,2004.0,3.0,44837.0,44209.0,7537.0,4043.0,92540.0,,3.0,2.0,3.2,21.0,Advanced,180.0,2.4,Quetta,Pakistan,Remote,12.0,7.5,No
8593.0,Hina Shah,Female,25.0,Single,Matric,Marketing,Officer,35.0,2009.0,4.0,,28776.0,13922.0,28314.0,203564.0,95.0,3.0,16.0,4.9,8.0,Beginner,167.0,2.1,Quetta,Pakistan,Hybrid,7.0,1.1,No
8594.0,Ayesha Noor,Male,24.0,Married,PhD,HR,Executive,23.0,2008.0,0.0,112123.0,21456.0,,21936.0,139715.0,54.0,10.0,12.0,1.7,79.0,Advanced,65.0,3.5,Karachi,Pakistan,Remote,,2.3,Yes
8595.0,Faizan Ahmed,Male,24.0,Single,Intermediate,Sales,Officer,37.0,2000.0,5.0,195254.0,38142.0,17250.0,3589.0,247057.0,51.0,4.0,19.0,4.5,39.0,Intermediate,100.0,1.7,Karachi,Pakistan,Hybrid,13.0,3.0,No
,Bilal Khan,Female,20.0,Single,Intermediate,,Manager,36.0,2012.0,3.0,67961.0,5836.0,16685.0,39860.0,50622.0,87.0,1.0,1.0,2.0,4.0,,161.0,3.8,Quetta,,Remote,11.0,9.7,Yes
8597.0,Faizan Ahmed,,20.0,Married,Bachelor,Operations,Officer,7.0,2019.0,1.0,248378.0,23671.0,21212.0,4079.0,289182.0,72.0,5.0,,1.5,68.0,Advanced,56.0,2.6,Multan,,Remote,3.0,3.5,No
8598.0,,Male,35.0,Married,Bachelor,IT,Assistant,37.0,2011.0,5.0,129216.0,22941.0,,,155527.0,52.0,21.0,5.0,,53.0,Beginner,145.0,3.0,Lahore,Pakistan,,2.0,2.3,Yes
8599.0,Imran Raza,,62.0,Single,Bachelor,Marketing,,15.0,2010.0,3.0,220692.0,45677.0,10715.0,39542.0,237542.0,70.0,12.0,15.0,4.4,20.0,Beginner,,2.5,,Pakistan,Onsite,10.0,7.4,No
,Ali Khan,Male,50.0,Married,Master,Sales,Engineer,0.0,2008.0,1.0,242067.0,41610.0,6803.0,39158.0,,49.0,11.0,0.0,1.0,57.0,Beginner,73.0,,Islamabad,Pakistan,Hybrid,8.0,2.6,No
,Usman Ali,Female,54.0,Single,Intermediate,Sales,Executive,13.0,2014.0,5.0,217018.0,4994.0,17732.0,16088.0,223656.0,74.0,15.0,19.0,4.8,57.0,Intermediate,49.0,1.5,Peshawar,Pakistan,Hybrid,,4.9,No
8602.0,Imran Raza,Female,45.0,Single,Bachelor,Finance,Officer,9.0,2012.0,4.0,38353.0,6837.0,25199.0,1311.0,69078.0,77.0,5.0,0.0,1.7,23.0,Advanced,47.0,1.7,,Pakistan,Hybrid,13.0,5.1,No
8603.0,Hina Shah,Male,53.0,Married,PhD,Marketing,Manager,,2011.0,2.0,101714.0,47084.0,25785.0,9804.0,164779.0,96.0,15.0,,4.2,22.0,Intermediate,160.0,3.6,Multan,Pakistan,Hybrid,8.0,6.8,No
8604.0,Zainab Ali,Male,33.0,Single,,Sales,Engineer,21.0,2013.0,2.0,180104.0,45010.0,8475.0,25651.0,207938.0,,10.0,18.0,4.4,71.0,Beginner,176.0,2.1,Peshawar,Pakistan,Remote,14.0,3.8,No
8605.0,Nasir Khan,Male,32.0,Single,Matric,Sales,Assistant,39.0,2008.0,4.0,54753.0,13461.0,27550.0,29644.0,,62.0,8.0,,1.3,1.0,Advanced,7.0,3.5,Karachi,Pakistan,Onsite,,1.6,No
8606.0,Ayesha Noor,Female,46.0,Single,,,Executive,30.0,2021.0,3.0,200493.0,22192.0,5077.0,,197758.0,86.0,,17.0,2.5,38.0,,45.0,1.9,Quetta,,Remote,12.0,4.5,No
8607.0,Usman Ali,Male,35.0,Single,Master,Sales,Engineer,3.0,2009.0,2.0,225879.0,,25151.0,13213.0,259375.0,52.0,2.0,15.0,2.1,1.0,Intermediate,138.0,3.9,Karachi,Pakistan,Remote,,8.8,Yes
8608.0,Usman Ali,Female,63.0,Single,,,Manager,22.0,2005.0,5.0,132539.0,38718.0,8283.0,15200.0,164340.0,89.0,5.0,,1.1,42.0,Advanced,50.0,2.0,Quetta,Pakistan,Remote,1.0,6.9,Yes
8609.0,Ayesha Noor,,63.0,,PhD,Support,Assistant,11.0,2018.0,1.0,52569.0,10079.0,23066.0,18462.0,67252.0,70.0,23.0,15.0,2.7,51.0,Intermediate,17.0,4.5,Islamabad,Pakistan,Onsite,,1.3,Yes
8610.0,Ayesha Noor,Male,36.0,Married,Intermediate,HR,Analyst,7.0,2009.0,4.0,150814.0,13119.0,29657.0,21661.0,171929.0,,,12.0,2.9,71.0,Beginner,170.0,3.4,,Pakistan,Remote,4.0,3.7,Yes
8611.0,Ayesha Noor,Female,46.0,Single,Bachelor,Support,Engineer,23.0,2014.0,0.0,42693.0,36724.0,9369.0,20045.0,68741.0,100.0,5.0,10.0,3.7,46.0,Intermediate,146.0,2.3,Multan,Pakistan,Remote,8.0,7.5,Yes
8612.0,Ayesha Noor,Female,23.0,Single,PhD,IT,Executive,0.0,,2.0,21179.0,45911.0,13873.0,18070.0,62893.0,78.0,29.0,10.0,2.0,48.0,Beginner,169.0,4.8,Lahore,Pakistan,Onsite,11.0,9.1,No
8613.0,Ayesha Noor,Male,62.0,Married,PhD,IT,Manager,25.0,2007.0,3.0,,,24346.0,4579.0,102315.0,51.0,9.0,13.0,4.4,,Beginner,52.0,1.5,Islamabad,Pakistan,Remote,2.0,3.1,No
8614.0,Usman Ali,,,Single,Bachelor,HR,,21.0,2017.0,4.0,141086.0,45614.0,26971.0,35296.0,178375.0,62.0,2.0,7.0,2.9,42.0,Beginner,39.0,4.9,Peshawar,Pakistan,Remote,13.0,7.0,Yes
,Sara Ahmed,Female,44.0,Married,Master,IT,Manager,24.0,2001.0,,281828.0,,26021.0,19995.0,335043.0,65.0,20.0,12.0,3.7,1.0,Beginner,,1.2,Quetta,Pakistan,Remote,13.0,4.1,Yes
8616.0,Sara Ahmed,Male,24.0,Married,Matric,Finance,Executive,30.0,2003.0,,286926.0,5271.0,27518.0,29944.0,289771.0,70.0,21.0,13.0,2.9,55.0,Beginner,95.0,3.3,Islamabad,Pakistan,Onsite,14.0,6.9,No
8617.0,Faizan Ahmed,Male,44.0,Married,Master,Operations,,33.0,2008.0,2.0,,,29074.0,,268538.0,66.0,19.0,0.0,1.3,25.0,Advanced,50.0,4.2,Quetta,Pakistan,Onsite,1.0,6.6,Yes
,Sara Ahmed,Female,36.0,Single,Master,Finance,Officer,36.0,2015.0,,60210.0,2813.0,6124.0,26911.0,42236.0,58.0,,15.0,5.0,42.0,Beginner,38.0,4.0,Quetta,Pakistan,Hybrid,0.0,,Yes
8619.0,Hina Shah,,34.0,Single,Intermediate,Marketing,Executive,10.0,2004.0,0.0,20934.0,46486.0,,4072.0,85754.0,88.0,19.0,7.0,4.1,25.0,Intermediate,,3.8,Lahore,Pakistan,Remote,13.0,6.6,No
8620.0,Sara Ahmed,Female,58.0,Single,Master,Operations,Manager,,2018.0,4.0,69534.0,40128.0,5032.0,38745.0,75949.0,52.0,23.0,4.0,4.9,36.0,,4.0,1.1,Quetta,Pakistan,Remote,0.0,2.3,No
8621.0,Usman Ali,Female,28.0,Single,Matric,IT,Analyst,7.0,2014.0,0.0,255928.0,13524.0,25564.0,17037.0,277979.0,69.0,26.0,13.0,4.3,36.0,Intermediate,30.0,2.3,Multan,,Remote,3.0,4.6,Yes
8622.0,Ayesha Noor,Male,22.0,Married,PhD,IT,Manager,34.0,2023.0,4.0,77536.0,33038.0,6004.0,21444.0,95134.0,40.0,29.0,13.0,2.8,76.0,Beginner,112.0,2.2,Multan,Pakistan,Onsite,10.0,4.8,No
8623.0,Sana Iqbal,Female,19.0,Single,Master,Finance,Analyst,24.0,2014.0,1.0,184465.0,,17367.0,31048.0,219380.0,42.0,24.0,5.0,3.8,42.0,Advanced,186.0,1.3,Karachi,Pakistan,Hybrid,13.0,4.5,No
8624.0,Bilal Khan,Female,64.0,Single,PhD,Marketing,Assistant,,2011.0,1.0,,47121.0,1237.0,9991.0,269915.0,47.0,12.0,17.0,4.3,36.0,Advanced,11.0,4.0,Peshawar,Pakistan,Hybrid,3.0,9.4,No
8625.0,Bilal Khan,Female,29.0,Single,Intermediate,Support,Engineer,22.0,2015.0,4.0,252552.0,18638.0,12039.0,9932.0,273297.0,98.0,2.0,5.0,3.6,64.0,Advanced,6.0,,Quetta,Pakistan,Remote,1.0,5.2,No
8626.0,Hina Shah,Female,59.0,Married,Matric,Marketing,Manager,39.0,2010.0,5.0,,18250.0,29075.0,,149794.0,65.0,27.0,11.0,3.6,63.0,Intermediate,77.0,4.8,Peshawar,Pakistan,Remote,7.0,1.1,Yes
8627.0,Nida Malik,Male,59.0,,Bachelor,Finance,Engineer,37.0,2006.0,0.0,62147.0,12541.0,12566.0,7855.0,79399.0,48.0,20.0,6.0,,,Advanced,,3.6,Karachi,Pakistan,Remote,1.0,6.0,Yes
8628.0,Usman Ali,Female,28.0,Married,Bachelor,Finance,Engineer,3.0,2015.0,5.0,,30204.0,7755.0,37429.0,284479.0,69.0,29.0,18.0,1.4,19.0,Beginner,171.0,3.5,Lahore,Pakistan,Onsite,2.0,7.3,No
8629.0,Ali Khan,Male,27.0,Single,Intermediate,Operations,Officer,35.0,2009.0,2.0,202032.0,12992.0,22376.0,13540.0,223860.0,,21.0,,3.9,60.0,Advanced,,1.4,Quetta,Pakistan,Onsite,14.0,1.6,Yes
8630.0,Sana Iqbal,Male,45.0,Single,Matric,HR,Assistant,6.0,2021.0,4.0,120891.0,29666.0,16539.0,27108.0,139988.0,53.0,17.0,14.0,3.3,58.0,Beginner,181.0,1.8,Lahore,Pakistan,Remote,10.0,6.3,Yes
8631.0,Imran Raza,Male,24.0,Single,PhD,Marketing,,9.0,2017.0,5.0,149416.0,42473.0,9878.0,34443.0,167324.0,56.0,1.0,12.0,3.9,67.0,Advanced,113.0,2.3,Peshawar,Pakistan,Hybrid,14.0,7.3,No
8632.0,Faizan Ahmed,Male,31.0,Single,Intermediate,Marketing,Officer,5.0,2015.0,5.0,240298.0,11130.0,25236.0,19510.0,,92.0,9.0,15.0,3.3,41.0,Beginner,183.0,2.1,,Pakistan,Hybrid,7.0,8.3,Yes
8633.0,Ali Khan,Male,30.0,Single,Master,HR,Assistant,30.0,2000.0,2.0,26983.0,14879.0,3352.0,30788.0,14426.0,46.0,5.0,12.0,1.1,33.0,Advanced,159.0,2.2,Islamabad,Pakistan,Onsite,,8.7,
8634.0,Usman Ali,Female,22.0,Married,PhD,Finance,Officer,,2004.0,4.0,252883.0,33854.0,27424.0,15209.0,298952.0,79.0,20.0,9.0,4.9,13.0,Beginner,199.0,2.2,Karachi,Pakistan,Onsite,8.0,8.7,No
8635.0,Sara Ahmed,Male,59.0,Single,Master,Support,Engineer,20.0,2022.0,5.0,145685.0,35209.0,5059.0,36909.0,149044.0,41.0,25.0,2.0,1.5,,Intermediate,154.0,3.8,Islamabad,Pakistan,Hybrid,14.0,8.7,Yes
8636.0,Ayesha Noor,Male,25.0,Married,Master,HR,Executive,19.0,2006.0,3.0,271670.0,23691.0,23368.0,39584.0,279145.0,,29.0,14.0,3.8,,Beginner,180.0,3.6,Lahore,,Onsite,8.0,2.4,Yes
8637.0,Nasir Khan,Male,18.0,,PhD,HR,Engineer,16.0,,0.0,177637.0,23254.0,13928.0,10872.0,203947.0,47.0,,18.0,3.5,32.0,Beginner,98.0,1.0,Karachi,Pakistan,Hybrid,0.0,2.8,No
8638.0,Ali Khan,,22.0,Single,Master,Sales,Assistant,5.0,2005.0,,201716.0,17152.0,27193.0,,235811.0,77.0,23.0,15.0,2.0,8.0,Beginner,122.0,,Lahore,Pakistan,Onsite,4.0,,No
8639.0,Imran Raza,Male,28.0,Married,Bachelor,Marketing,Assistant,10.0,2016.0,5.0,235760.0,4704.0,28116.0,33462.0,235118.0,95.0,12.0,17.0,4.3,69.0,Intermediate,93.0,4.0,Karachi,Pakistan,,5.0,5.0,
8640.0,Nida Malik,Female,60.0,Single,PhD,Finance,Engineer,17.0,2011.0,5.0,35270.0,21094.0,29615.0,21156.0,64823.0,45.0,6.0,11.0,2.0,38.0,Intermediate,154.0,3.2,Islamabad,Pakistan,,4.0,2.1,No
8641.0,Bilal Khan,Male,27.0,Married,Intermediate,Sales,Assistant,8.0,2011.0,3.0,36842.0,43538.0,5952.0,10518.0,75814.0,57.0,16.0,0.0,1.3,5.0,Advanced,116.0,2.3,Multan,Pakistan,Onsite,0.0,9.2,Yes
8642.0,Nida Malik,Male,32.0,Married,Bachelor,Operations,Analyst,11.0,2000.0,5.0,235044.0,39946.0,,10083.0,271907.0,78.0,,11.0,3.8,49.0,Advanced,20.0,4.4,Islamabad,Pakistan,Hybrid,6.0,8.2,No
8643.0,Imran Raza,Female,56.0,Single,Intermediate,Sales,Executive,,,5.0,65662.0,38192.0,25296.0,,101556.0,41.0,22.0,2.0,2.3,54.0,Advanced,26.0,3.0,Quetta,Pakistan,Remote,6.0,5.3,No
8644.0,Ayesha Noor,Female,64.0,Single,,Support,Engineer,30.0,2020.0,0.0,201144.0,17219.0,12650.0,3366.0,,96.0,7.0,10.0,1.7,76.0,Beginner,110.0,3.2,Lahore,Pakistan,Onsite,6.0,8.2,Yes
8645.0,Sara Ahmed,Female,46.0,Single,Intermediate,Sales,Executive,33.0,2017.0,4.0,218210.0,29506.0,7309.0,16598.0,238427.0,41.0,9.0,7.0,1.7,7.0,Advanced,87.0,4.0,Quetta,Pakistan,Remote,6.0,9.6,No
8646.0,Imran Raza,Male,42.0,Single,PhD,Finance,Analyst,15.0,2013.0,0.0,173424.0,1455.0,,14294.0,181250.0,99.0,,5.0,1.1,14.0,Advanced,178.0,3.0,Multan,Pakistan,Remote,3.0,1.4,Yes
8647.0,Faizan Ahmed,,23.0,Single,Intermediate,HR,Executive,11.0,2009.0,0.0,101311.0,28966.0,,19000.0,,99.0,0.0,13.0,2.2,10.0,Beginner,155.0,1.6,Islamabad,Pakistan,Hybrid,14.0,,
8648.0,Imran Raza,Female,28.0,Married,Matric,Finance,Manager,12.0,2013.0,1.0,125684.0,29960.0,,4429.0,171011.0,42.0,1.0,3.0,2.1,5.0,Beginner,171.0,1.7,Karachi,Pakistan,Hybrid,6.0,4.9,Yes
8649.0,Nasir Khan,Female,34.0,Married,Master,Marketing,Analyst,35.0,2002.0,1.0,256727.0,33550.0,3394.0,23776.0,269895.0,68.0,1.0,17.0,2.9,53.0,,159.0,4.3,Karachi,Pakistan,Onsite,9.0,1.6,No
8650.0,,Female,32.0,,PhD,Operations,Executive,12.0,2020.0,5.0,288215.0,,14320.0,11123.0,,88.0,18.0,2.0,2.9,11.0,Beginner,180.0,4.2,Multan,Pakistan,Onsite,1.0,9.0,No
8651.0,Sara Ahmed,Female,33.0,Single,Bachelor,Support,Officer,1.0,2012.0,2.0,261857.0,14848.0,11363.0,5496.0,282572.0,46.0,24.0,0.0,3.7,52.0,,68.0,1.1,Multan,Pakistan,Hybrid,12.0,6.0,Yes
,Ayesha Noor,Male,19.0,Married,Bachelor,Operations,Executive,14.0,2018.0,0.0,185570.0,26314.0,19392.0,39292.0,191984.0,86.0,29.0,10.0,3.0,27.0,Advanced,142.0,3.2,,Pakistan,Remote,8.0,9.7,No
8653.0,Sana Iqbal,Female,53.0,Married,Intermediate,Operations,Analyst,12.0,2004.0,3.0,,5230.0,18192.0,20208.0,59974.0,69.0,15.0,6.0,4.3,67.0,Beginner,11.0,2.6,Lahore,Pakistan,Remote,8.0,6.5,
8654.0,Bilal Khan,Male,36.0,Married,Bachelor,Support,Officer,,2018.0,,188602.0,49913.0,14805.0,5981.0,247339.0,74.0,,12.0,4.5,23.0,Intermediate,125.0,1.4,Quetta,Pakistan,Remote,2.0,3.9,No
,Bilal Khan,Female,55.0,Single,Matric,Marketing,Assistant,25.0,2004.0,1.0,227322.0,48998.0,29806.0,16240.0,289886.0,98.0,16.0,12.0,3.2,35.0,Intermediate,17.0,3.0,Peshawar,Pakistan,Onsite,5.0,9.9,Yes
8656.0,Sana Iqbal,,38.0,Single,Bachelor,HR,Executive,5.0,2012.0,5.0,21288.0,21000.0,7334.0,12187.0,37435.0,93.0,5.0,2.0,4.4,7.0,Beginner,12.0,,Multan,Pakistan,Onsite,7.0,9.7,Yes
8657.0,Imran Raza,,28.0,Married,Intermediate,Finance,Executive,20.0,,0.0,267740.0,18187.0,14899.0,32002.0,268824.0,,23.0,8.0,5.0,67.0,Intermediate,105.0,2.9,Islamabad,,Hybrid,3.0,6.0,Yes
8658.0,Usman Ali,Male,58.0,Married,Bachelor,HR,Analyst,32.0,2005.0,4.0,256067.0,8043.0,14390.0,,248065.0,86.0,27.0,10.0,3.6,76.0,Advanced,136.0,3.4,Karachi,Pakistan,Onsite,7.0,4.5,No
8659.0,Ali Khan,Male,20.0,,Master,HR,Officer,14.0,,5.0,297258.0,,22898.0,,313130.0,94.0,5.0,10.0,1.8,2.0,Beginner,94.0,4.7,Multan,Pakistan,Remote,3.0,2.4,No
,Nida Malik,Male,,,Master,,Officer,34.0,2015.0,1.0,238918.0,36238.0,23289.0,149.0,,56.0,0.0,0.0,3.1,47.0,Intermediate,194.0,1.9,,Pakistan,Onsite,6.0,3.0,No
8661.0,Nida Malik,Female,35.0,Single,Bachelor,Marketing,Executive,27.0,,1.0,290604.0,24832.0,14026.0,9877.0,319585.0,56.0,12.0,9.0,1.2,,Advanced,159.0,,Multan,Pakistan,Remote,13.0,7.6,No
8662.0,,Male,32.0,Married,PhD,,Assistant,5.0,2014.0,5.0,179022.0,42636.0,23875.0,13140.0,232393.0,89.0,23.0,1.0,4.1,44.0,,,2.0,Karachi,Pakistan,Hybrid,2.0,6.3,
8663.0,Nasir Khan,Female,,Single,Bachelor,Operations,Manager,,2015.0,3.0,87148.0,16117.0,26596.0,20932.0,108929.0,92.0,9.0,17.0,1.2,34.0,Advanced,80.0,,Peshawar,Pakistan,Hybrid,3.0,5.0,No
8664.0,Ali Khan,Female,32.0,Married,Master,Marketing,Analyst,39.0,2013.0,5.0,61171.0,8778.0,14207.0,5552.0,78604.0,72.0,,,2.9,72.0,Advanced,176.0,1.1,Multan,Pakistan,Onsite,4.0,6.8,No
8665.0,Usman Ali,Female,,Married,Master,IT,Analyst,5.0,2015.0,5.0,,19773.0,13586.0,16260.0,75727.0,100.0,23.0,13.0,4.7,33.0,Intermediate,,4.4,Multan,Pakistan,Hybrid,3.0,5.1,
8666.0,Nida Malik,Male,34.0,Married,Matric,,Engineer,10.0,2002.0,4.0,274536.0,2255.0,11253.0,22024.0,266020.0,81.0,26.0,7.0,4.4,36.0,Advanced,109.0,2.6,Multan,Pakistan,Remote,10.0,3.1,No
8667.0,Faizan Ahmed,Male,35.0,Married,Intermediate,IT,Officer,13.0,2021.0,4.0,56136.0,7924.0,7902.0,39577.0,32385.0,87.0,13.0,18.0,,16.0,Advanced,84.0,4.9,Peshawar,Pakistan,,0.0,3.0,Yes
8668.0,Ali Khan,Male,48.0,Single,Matric,Operations,Officer,20.0,2001.0,3.0,235659.0,38018.0,8858.0,33162.0,249373.0,74.0,12.0,2.0,2.5,39.0,Intermediate,57.0,2.9,Islamabad,Pakistan,Hybrid,1.0,5.6,Yes
8669.0,Ali Khan,Female,60.0,Married,PhD,Support,Engineer,19.0,2023.0,3.0,56690.0,17423.0,29680.0,12434.0,91359.0,46.0,6.0,17.0,2.3,42.0,,157.0,3.5,Multan,Pakistan,Remote,4.0,2.0,No
8670.0,,,,Single,,Support,Executive,4.0,2009.0,3.0,295452.0,40409.0,22801.0,,347690.0,90.0,13.0,6.0,1.3,64.0,Intermediate,184.0,3.3,Peshawar,Pakistan,,3.0,7.1,No
,Ayesha Noor,Male,52.0,Married,Bachelor,Sales,Executive,8.0,2013.0,4.0,117954.0,48539.0,1894.0,25173.0,143214.0,78.0,23.0,3.0,,57.0,Beginner,108.0,1.4,Lahore,Pakistan,Hybrid,3.0,1.7,
8672.0,Sara Ahmed,Female,30.0,Married,,,Analyst,29.0,2022.0,4.0,193891.0,26493.0,23401.0,13894.0,,94.0,8.0,3.0,3.3,62.0,Beginner,130.0,4.8,Karachi,Pakistan,Hybrid,10.0,3.5,No
8673.0,Faizan Ahmed,Male,,Single,PhD,Marketing,Executive,37.0,2016.0,1.0,20055.0,23400.0,23092.0,39772.0,,76.0,21.0,5.0,2.3,60.0,Intermediate,138.0,3.5,Multan,Pakistan,Hybrid,,6.2,Yes
8674.0,Faizan Ahmed,Female,53.0,Married,Master,Finance,Manager,26.0,2020.0,2.0,286033.0,15056.0,17421.0,10253.0,308257.0,59.0,4.0,19.0,1.2,38.0,Advanced,122.0,2.1,Islamabad,Pakistan,Remote,5.0,1.1,No
8675.0,Sara Ahmed,Male,35.0,Married,Bachelor,Marketing,Manager,4.0,2020.0,1.0,101963.0,22703.0,9348.0,16.0,,77.0,2.0,6.0,4.4,6.0,Advanced,107.0,2.3,,Pakistan,Hybrid,6.0,5.5,No
8676.0,Faizan Ahmed,Male,22.0,Single,Matric,Finance,,4.0,2016.0,0.0,117017.0,47535.0,15190.0,29414.0,150328.0,65.0,27.0,5.0,3.2,42.0,Beginner,147.0,1.1,Peshawar,Pakistan,Hybrid,1.0,7.9,Yes
8677.0,Hina Shah,Male,31.0,Married,Master,,Engineer,39.0,2021.0,5.0,58447.0,46874.0,24042.0,23691.0,105672.0,44.0,4.0,15.0,3.8,18.0,Beginner,125.0,1.9,Islamabad,,Hybrid,9.0,7.9,Yes
8678.0,Zainab Ali,,42.0,Married,Bachelor,Finance,Assistant,14.0,2017.0,,174969.0,24843.0,23844.0,4536.0,219120.0,92.0,21.0,4.0,3.8,44.0,Advanced,55.0,2.7,Lahore,Pakistan,Onsite,13.0,8.7,Yes
